Account No.,DATE,Transaction Details,CHQ.NO.,Value Date,Withdrawal Amount,Deposit Amount,Balance Amount,.
409000611074',18-Jan,INDO GIBL Indiaforensic STL21011,,18-Jan,"69,000.00",,"725,795.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL18011,,18-Jan,"244,350.00",,"481,445.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL23011,,18-Jan,"224,800.00",,"256,645.00",.
409000611074',18-Jan,FDRL/INTERNAL FUND TRANSFE,,18-Jan,,"500,000.00","756,645.00",.
409000611074',18-Jan,FDRL/INTERNAL FUND TRANSFE,,18-Jan,,"500,000.00","1,256,645.00",.
409000611074',18-Jan,FDRL/INTERNAL FUND TRANSFE,,18-Jan,,"500,000.00","1,756,645.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL25011,,18-Jan,"135,050.00",,"1,621,595.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL26011,,18-Jan,"31,300.00",,"1,590,295.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL27011,,18-Jan,"20,500.00",,"1,569,795.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL28011,,18-Jan,"5,500.00",,"1,564,295.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL24011,,18-Jan,"204,900.00",,"1,359,395.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL17011,,18-Jan,"563,250.00",,"796,145.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL29011,,18-Jan,"207,100.00",,"589,045.00",.
409000611074',18-Jan,INDO GIBL Indiaforensic STL30011,,18-Jan,"138,250.00",,"450,795.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL31011,,18-Feb,"196,150.00",,"254,645.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","754,645.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,254,645.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,754,645.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL02021,,18-Feb,"119,675.00",,"1,634,970.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL01021,,18-Feb,"137,775.00",,"1,497,195.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL03021,,18-Feb,"61,500.00",,"1,435,695.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL05021,,18-Feb,"138,350.00",,"1,297,345.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL06021,,18-Feb,"239,400.00",,"1,057,945.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,557,945.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","2,057,945.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL07021,,18-Feb,"271,124.00",,"1,786,821.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL08021,,18-Feb,"300,799.00",,"1,486,022.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL09021,,18-Feb,"334,900.00",,"1,151,122.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL10021,,18-Feb,"68,250.00",,"1,082,872.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL13021,,18-Feb,"307,125.00",,"775,747.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL14021,,18-Feb,"475,300.00",,"300,447.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","800,447.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,300,447.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,800,447.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL12021,,18-Feb,"594,328.00",,"1,206,119.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL15021,,18-Feb,"387,100.00",,"819,019.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,319,019.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL16021,,18-Feb,"710,800.00",,"608,219.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL17021,,18-Feb,"385,400.00",,"222,819.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","722,819.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,222,819.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL18021,,18-Feb,"79,350.00",,"1,143,469.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL19021,,18-Feb,"385,200.00",,"758,269.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL20021,,18-Feb,"299,950.00",,"458,319.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","958,319.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,458,319.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL21021,,18-Feb,"273,500.00",,"1,184,819.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL22021,,18-Feb,"237,500.00",,"947,319.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL23021,,18-Feb,"277,753.00",,"669,566.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL24021,,18-Feb,"70,300.00",,"599,266.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL25021,,18-Feb,"62,400.00",,"536,866.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,036,866.00",.
409000611074',18-Feb,FDRL/INTERNAL FUND TRANSFE,,18-Feb,,"500,000.00","1,536,866.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL26021,,18-Feb,"103,300.00",,"1,433,566.00",.
409000611074',18-Feb,INDO GIBL Indiaforensic STL27021,,18-Feb,"182,450.00",,"1,251,116.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,751,116.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","2,251,116.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL03031,,18-Mar,"155,500.00",,"2,095,616.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL28021,,18-Mar,"244,350.00",,"1,851,266.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL01031,,18-Mar,"202,799.00",,"1,648,467.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL03031,,18-Mar,"155,500.00",,"1,492,967.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL05031,,18-Mar,"153,300.00",,"1,339,667.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL06031,,18-Mar,"350,150.00",,"989,517.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL07031,,18-Mar,"371,900.00",,"617,617.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL08031,,18-Mar,"345,930.00",,"271,687.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","771,687.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,271,687.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL09031,,18-Mar,"390,850.00",,"880,837.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL1003,,18-Mar,"85,800.00",,"795,037.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL11031,,18-Mar,"45,000.00",,"750,037.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,250,037.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,750,037.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL12031,,18-Mar,"577,493.00",,"1,172,544.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL13031,,18-Mar,"556,224.00",,"616,320.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,116,320.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,616,320.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL14031,,18-Mar,"425,700.00",,"1,190,620.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL15031,,18-Mar,"213,463.00",,"977,157.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,477,157.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL16031,,18-Mar,"199,983.00",,"1,277,174.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL17031,,18-Mar,"230,510.00",,"1,046,664.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL18031,,18-Mar,"10,000.00",,"1,036,664.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL19031,,18-Mar,"335,250.00",,"701,414.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,201,414.00",.
409000611074',18-Mar,Indfor INCM INDO REVREMI0303,,18-Mar,,"1,320.00","1,202,734.00",.
409000611074',18-Mar,INDO GIBLOXGN REVSTL03031,,18-Mar,,"155,500.00","1,358,234.00",.
409000611074',18-Mar,Indfor INCM INDO REVREMI0103,,18-Mar,,"202,799.00","1,561,033.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL01031,,18-Mar,"200,799.00",,"1,360,234.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL20031,,18-Mar,"434,450.00",,"925,784.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL21031,,18-Mar,"292,175.00",,"633,609.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,133,609.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,633,609.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL22031,,18-Mar,"301,200.00",,"1,332,409.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,832,409.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL23031,,18-Mar,"218,975.00",,"1,613,434.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL24031,,18-Mar,"44,800.00",,"1,568,634.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL25031,,18-Mar,"12,000.00",,"1,556,634.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL26031,,18-Mar,"259,150.00",,"1,297,484.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL27031,,18-Mar,"139,650.00",,"1,157,834.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL28031,,18-Mar,"164,600.00",,"993,234.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL29031,,18-Mar,"81,675.00",,"911,559.00",.
409000611074',18-Mar,INDO GIBL Indiaforensic STL30031,,18-Mar,"85,750.00",,"825,809.00",.
409000611074',18-Mar,FDRL/INTERNAL FUND TRANSFE,,18-Mar,,"500,000.00","1,325,809.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,825,809.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","2,325,809.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL31031,,18-Apr,"150,950.00",,"2,174,859.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL01041,,18-Apr,"20,000.00",,"2,154,859.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL02041,,18-Apr,"26,400.00",,"2,128,459.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL03041,,18-Apr,"109,650.00",,"2,018,809.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL04041,,18-Apr,"318,100.00",,"1,700,709.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL05041,,18-Apr,"309,200.00",,"1,391,509.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL06041,,18-Apr,"303,600.00",,"1,087,909.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL07041,,18-Apr,"48,800.00",,"1,039,109.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,539,109.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL09041,,18-Apr,"305,950.00",,"1,233,159.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,733,159.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL10041,,18-Apr,"162,600.00",,"1,570,559.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL11041,,18-Apr,"639,700.00",,"930,859.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,430,859.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL12041,,18-Apr,"363,900.00",,"1,066,959.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,566,959.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","2,066,959.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL13041,,18-Apr,"347,950.00",,"1,719,009.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL14041,,18-Apr,"76,900.00",,"1,642,109.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL15041,,18-Apr,"48,000.00",,"1,594,109.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL16041,,18-Apr,"555,650.00",,"1,038,459.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,538,459.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL17041,,18-Apr,"574,150.00",,"964,309.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL18041,,18-Apr,"388,550.00",,"575,759.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,075,759.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL19041,,18-Apr,"276,300.00",,"799,459.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL20041,,18-Apr,"167,591.00",,"631,868.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,131,868.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,631,868.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL21041,,18-Apr,"242,700.00",,"1,389,168.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL22041,,18-Apr,"92,900.00",,"1,296,268.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL23041,,18-Apr,"315,750.00",,"980,518.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL24041,,18-Apr,"377,300.00",,"603,218.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,103,218.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,603,218.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL25041,,18-Apr,"414,276.00",,"1,188,942.00",.
409000611074',18-Apr,INDO GIBL Indiaforensic STL26041,,18-Apr,"351,100.00",,"837,842.00",.
409000611074',18-Apr,FDRL/INTERNAL FUND TRANSFE,,18-Apr,,"500,000.00","1,337,842.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,837,842.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL27041,,18-May,"229,949.00",,"1,607,893.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL28041,,18-May,"160,300.00",,"1,447,593.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL29041,,18-May,"76,000.00",,"1,371,593.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL30041,,18-May,"60,449.00",,"1,311,144.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL01051,,18-May,"259,075.00",,"1,052,069.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,552,069.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL02051,,18-May,"206,700.00",,"1,345,369.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,845,369.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL03051,,18-May,"237,000.00",,"1,608,369.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL04051,,18-May,"272,000.00",,"1,336,369.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL05051,,18-May,"387,749.00",,"948,620.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL06051,,18-May,"101,050.00",,"847,570.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,347,570.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL07051,,18-May,"392,900.00",,"954,670.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL08051,,18-May,"290,350.00",,"664,320.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,164,320.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,664,320.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL09051,,18-May,"365,625.00",,"1,298,695.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL10051,,18-May,"352,850.00",,"945,845.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,445,845.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL11051,,18-May,"345,749.00",,"1,100,096.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL12051,,18-May,"225,300.00",,"874,796.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL13051,,18-May,"10,000.00",,"864,796.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,364,796.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL14051,,18-May,"823,240.00",,"541,556.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,041,556.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,541,556.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL15051,,18-May,"785,049.00",,"756,507.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,256,507.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL16051,,18-May,"403,100.00",,"853,407.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,353,407.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL17051,,18-May,"459,800.00",,"893,607.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,393,607.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL18051,,18-May,"373,850.00",,"1,019,757.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL19051,,18-May,"265,500.00",,"754,257.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL20051,,18-May,"25,700.00",,"728,557.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,228,557.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL21051,,18-May,"376,125.00",,"852,432.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,352,432.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL22051,,18-May,"265,250.00",,"1,087,182.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL23051,,18-May,"119,100.00",,"968,082.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,468,082.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL24051,,18-May,"93,350.00",,"1,374,732.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL25051,,18-May,"201,000.00",,"1,173,732.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL26051,,18-May,"80,475.00",,"1,093,257.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL27051,,18-May,"27,200.00",,"1,066,057.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,566,057.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL28051,,18-May,"364,100.00",,"1,201,957.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL29051,,18-May,"341,200.00",,"860,757.00",.
409000611074',18-May,FDRL/INTERNAL FUND TRANSFE,,18-May,,"500,000.00","1,360,757.00",.
409000611074',18-May,INDO GIBL Indiaforensic STL30051,,18-May,"234,600.00",,"1,126,157.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,626,157.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL31051,,18-Jun,"78,000.00",,"1,548,157.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL01061,,18-Jun,"353,500.00",,"1,194,657.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,694,657.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL02061,,18-Jun,"402,850.00",,"1,291,807.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL04061,,18-Jun,"578,750.00",,"713,057.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL05061,,18-Jun,"251,200.00",,"461,857.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","961,857.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,461,857.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL06061,,18-Jun,"217,075.00",,"1,244,782.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL07061,,18-Jun,"491,005.00",,"753,777.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,253,777.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,753,777.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL08061,,18-Jun,"626,600.00",,"1,127,177.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL09061,,18-Jun,"340,074.00",,"787,103.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL10061,,18-Jun,"24,176.00",,"762,927.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,262,927.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,762,927.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL11061,,18-Jun,"793,251.00",,"969,676.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,469,676.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL12061,,18-Jun,"717,850.00",,"751,826.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL27041,,18-Jun,"32,000.00",,"719,826.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,219,826.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"1,000,000.00","2,219,826.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL13061,,18-Jun,"533,800.00",,"1,686,026.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL14061,,18-Jun,"559,730.00",,"1,126,296.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"1,000,000.00","2,126,296.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL17061,,18-Jun,"52,250.00",,"2,074,046.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL16061,,18-Jun,"140,750.00",,"1,933,296.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL15061,,18-Jun,"325,200.00",,"1,608,096.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","2,108,096.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL18061,,18-Jun,"709,200.00",,"1,398,896.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,898,896.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL19061,,18-Jun,"689,650.00",,"1,209,246.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,709,246.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL20061,,18-Jun,"386,200.00",,"1,323,046.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL21061,,18-Jun,"434,905.00",,"888,141.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"1,000,000.00","1,888,141.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL24061,,18-Jun,"6,050.00",,"1,882,091.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL23061,,18-Jun,"115,051.00",,"1,767,040.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL22061,,18-Jun,"242,750.00",,"1,524,290.00",.
409000611074',18-Jun,TRF FROM  Indiaforensic SERVICES,,18-Jun,,"500,000.00","2,024,290.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL25061,,18-Jun,"261,438.00",,"1,762,852.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL26061,,18-Jun,"528,175.00",,"1,234,677.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,734,677.00",.
409000611074',18-Jun,GIBLRBL INC INDO REM27061,,18-Jun,"2,640.00",,"1,732,037.00",.
409000611074',18-Jun,INDO MFL STL270618,,18-Jun,"344,750.00",,"1,387,287.00",.
409000611074',18-Jun,Indfor INCOME INDO REMI28061,,18-Jun,"2,160.00",,"1,385,127.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL28061,,18-Jun,"410,181.00",,"974,946.00",.
409000611074',18-Jun,FDRL/INTERNAL FUND TRANSFE,,18-Jun,,"500,000.00","1,474,946.00",.
409000611074',18-Jun,Indfor INCOME INDO REMI29061,,18-Jun,"1,320.00",,"1,473,626.00",.
409000611074',18-Jun,INDO GIBL Indiaforensic STL29061,,18-Jun,"176,050.00",,"1,297,576.00",.
409000611074',18-Jul,FDRL/INTERNAL FUND TRANSFE,,18-Jul,,"500,000.00","1,797,576.00",.
409000611074',18-Jul,Indfor INCOME INDO REMI30061,,18-Jul,960,,"1,796,616.00",.
409000611074',18-Jul,INDO GIBL Indiaforensic STL30061,,18-Jul,"200,250.00",,"1,596,366.00",.
409000611074',18-Jul,Indfor INCOME INDO REMI01071,,18-Jul,120,,"1,596,246.00",.
409000611074',18-Jul,INDO GIBL Indiaforensic STL01071,,18-Jul,"10,000.00",,"1,586,246.00",.
409000611074',18-Jul,Indfor INCOME INDO REMI02071,,18-Jul,"2,280.00",,"1,583,966.00",.
409000611074',18-Jul,INDO GIBL Indiaforensic STL02071,,18-Jul,"282,208.00",,"1,301,758.00",.
