Account No.,DATE,Transaction Details,CHQ.NO.,Value Date,Withdrawal Amount,Deposit Amount,Balance Amount,.
23468455686,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1133609,.
23468455687,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1633609,.
23468455688,45369,INDO GIBL Indiaforensic STL22031,,45369,301200,,1332409,.
23468455689,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1832409,.
23468455690,45369,INDO GIBL Indiaforensic STL23031,,45369,218975,,1613434,.
23468455691,45369,INDO GIBL Indiaforensic STL24031,,45369,44800,,1568634,.
23468455692,45369,INDO GIBL Indiaforensic STL25031,,45369,12000,,1556634,.
23468455693,45369,INDO GIBL Indiaforensic STL26031,,45369,259150,,1297484,.
23468455694,45369,INDO GIBL Indiaforensic STL27031,,45369,139650,,1157834,.
23468455695,45369,INDO GIBL Indiaforensic STL28031,,45369,164600,,993234,.
23468455696,45369,INDO GIBL Indiaforensic STL29031,,45369,81675,,911559,.
23468455697,45369,INDO GIBL Indiaforensic STL30031,,45369,85750,,825809,.
23468455698,45369,FDRL/INTERNAL FUND TRANSFE,,45369,,500000,1325809,.
23468455699,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1825809,.
23468455700,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,2325809,.
23468455701,45400,INDO GIBL Indiaforensic STL31031,,45400,150950,,2174859,.
23468455702,45400,INDO GIBL Indiaforensic STL01041,,45400,20000,,2154859,.
23468455703,45400,INDO GIBL Indiaforensic STL02041,,45400,26400,,2128459,.
23468455704,45400,INDO GIBL Indiaforensic STL03041,,45400,109650,,2018809,.
23468455705,45400,INDO GIBL Indiaforensic STL04041,,45400,318100,,1700709,.
23468455706,45400,INDO GIBL Indiaforensic STL05041,,45400,309200,,1391509,.
23468455707,45400,INDO GIBL Indiaforensic STL06041,,45400,303600,,1087909,.
23468455708,45400,INDO GIBL Indiaforensic STL07041,,45400,48800,,1039109,.
23468455709,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1539109,.
23468455710,45400,INDO GIBL Indiaforensic STL09041,,45400,305950,,1233159,.
23468455711,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1733159,.
23468455712,45400,INDO GIBL Indiaforensic STL10041,,45400,162600,,1570559,.
23468455713,45400,INDO GIBL Indiaforensic STL11041,,45400,639700,,930859,.
23468455714,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1430859,.
23468455715,45400,INDO GIBL Indiaforensic STL12041,,45400,363900,,1066959,.
23468455716,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1566959,.
23468455717,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,2066959,.
23468455718,45400,INDO GIBL Indiaforensic STL13041,,45400,347950,,1719009,.
23468455719,45400,INDO GIBL Indiaforensic STL14041,,45400,76900,,1642109,.
23468455720,45400,INDO GIBL Indiaforensic STL15041,,45400,48000,,1594109,.
23468455721,45400,INDO GIBL Indiaforensic STL16041,,45400,555650,,1038459,.
23468455722,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1538459,.
23468455723,45400,INDO GIBL Indiaforensic STL17041,,45400,574150,,964309,.
23468455724,45400,INDO GIBL Indiaforensic STL18041,,45400,388550,,575759,.
23468455725,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1075759,.
23468455726,45400,INDO GIBL Indiaforensic STL19041,,45400,276300,,799459,.
23468455727,45400,INDO GIBL Indiaforensic STL20041,,45400,167591,,631868,.
23468455728,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1131868,.
23468455729,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1631868,.
23468455730,45400,INDO GIBL Indiaforensic STL21041,,45400,242700,,1389168,.
23468455731,45400,INDO GIBL Indiaforensic STL22041,,45400,92900,,1296268,.
23468455732,45400,INDO GIBL Indiaforensic STL23041,,45400,315750,,980518,.
23468455733,45400,INDO GIBL Indiaforensic STL24041,,45400,377300,,603218,.
23468455734,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1103218,.
23445455735,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1603218,.
23445455735,45400,INDO GIBL Indiaforensic STL25041,,45400,414276,,1188942,.
23445455735,45400,INDO GIBL Indiaforensic STL26041,,45400,351100,,837842,.
23445455735,45400,FDRL/INTERNAL FUND TRANSFE,,45400,,500000,1337842,.
23445455735,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1837842,.
23445455736,45430,INDO GIBL Indiaforensic STL27041,,45430,229949,,1607893,.
23445455737,45430,INDO GIBL Indiaforensic STL28041,,45430,160300,,1447593,.
23445455738,45430,INDO GIBL Indiaforensic STL29041,,45430,76000,,1371593,.
23445455739,45430,INDO GIBL Indiaforensic STL30041,,45430,60449,,1311144,.
23445455740,45430,INDO GIBL Indiaforensic STL01051,,45430,259075,,1052069,.
23445455741,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1552069,.
23445455742,45430,INDO GIBL Indiaforensic STL02051,,45430,206700,,1345369,.
23445455743,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1845369,.
23445455744,45430,INDO GIBL Indiaforensic STL03051,,45430,237000,,1608369,.
23445455745,45430,INDO GIBL Indiaforensic STL04051,,45430,272000,,1336369,.
23445455746,45430,INDO GIBL Indiaforensic STL05051,,45430,387749,,948620,.
23445455747,45430,INDO GIBL Indiaforensic STL06051,,45430,101050,,847570,.
23445455748,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1347570,.
23445455749,45430,INDO GIBL Indiaforensic STL07051,,45430,392900,,954670,.
23445455750,45430,INDO GIBL Indiaforensic STL08051,,45430,290350,,664320,.
23445455751,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1164320,.
23445455752,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1664320,.
23445455753,45430,INDO GIBL Indiaforensic STL09051,,45430,365625,,1298695,.
23445455754,45430,INDO GIBL Indiaforensic STL10051,,45430,352850,,945845,.
23445455755,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1445845,.
23445455756,45430,INDO GIBL Indiaforensic STL11051,,45430,345749,,1100096,.
23445455757,45430,INDO GIBL Indiaforensic STL12051,,45430,225300,,874796,.
23445455758,45430,INDO GIBL Indiaforensic STL13051,,45430,10000,,864796,.
23445455759,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1364796,.
23445455760,45430,INDO GIBL Indiaforensic STL14051,,45430,823240,,541556,.
23445455761,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1041556,.
23445455762,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1541556,.
23445455763,45430,INDO GIBL Indiaforensic STL15051,,45430,785049,,756507,.
23445455764,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1256507,.
23445455765,45430,INDO GIBL Indiaforensic STL16051,,45430,403100,,853407,.
23445455766,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1353407,.
23445455767,45430,INDO GIBL Indiaforensic STL17051,,45430,459800,,893607,.
23445455768,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1393607,.
23445455769,45430,INDO GIBL Indiaforensic STL18051,,45430,373850,,1019757,.
23445455770,45430,INDO GIBL Indiaforensic STL19051,,45430,265500,,754257,.
23445455771,45430,INDO GIBL Indiaforensic STL20051,,45430,25700,,728557,.
23445455772,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1228557,.
23445455773,45430,INDO GIBL Indiaforensic STL21051,,45430,376125,,852432,.
23445455774,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1352432,.
23445455775,45430,INDO GIBL Indiaforensic STL22051,,45430,265250,,1087182,.
23445455776,45430,INDO GIBL Indiaforensic STL23051,,45430,119100,,968082,.
23445455777,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1468082,.
23445455778,45430,INDO GIBL Indiaforensic STL24051,,45430,93350,,1374732,.
23445455779,45430,INDO GIBL Indiaforensic STL25051,,45430,201000,,1173732,.
23445455780,45430,INDO GIBL Indiaforensic STL26051,,45430,80475,,1093257,.
23445455781,45430,INDO GIBL Indiaforensic STL27051,,45430,27200,,1066057,.
23445455782,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1566057,.
23445455783,45430,INDO GIBL Indiaforensic STL28051,,45430,364100,,1201957,.
23445455784,45430,INDO GIBL Indiaforensic STL29051,,45430,341200,,860757,.
23445455785,45430,FDRL/INTERNAL FUND TRANSFE,,45430,,500000,1360757,.
23445455786,45430,INDO GIBL Indiaforensic STL30051,,45430,234600,,1126157,.
23445455787,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1626157,.
23445455788,45461,INDO GIBL Indiaforensic STL31051,,45461,78000,,1548157,.
23445455789,45461,INDO GIBL Indiaforensic STL01061,,45461,353500,,1194657,.
23445455790,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1694657,.
23445455791,45461,INDO GIBL Indiaforensic STL02061,,45461,402850,,1291807,.
23445455792,45461,INDO GIBL Indiaforensic STL04061,,45461,578750,,713057,.
23445455793,45461,INDO GIBL Indiaforensic STL05061,,45461,251200,,461857,.
23445455794,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,961857,.
23445455795,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1461857,.
23445455796,45461,INDO GIBL Indiaforensic STL06061,,45461,217075,,1244782,.
23445455797,45461,INDO GIBL Indiaforensic STL07061,,45461,491005,,753777,.
23445455798,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1253777,.
23445455799,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1753777,.
23445455800,45461,INDO GIBL Indiaforensic STL08061,,45461,626600,,1127177,.
23445455801,45461,INDO GIBL Indiaforensic STL09061,,45461,340074,,787103,.
23445455802,45461,INDO GIBL Indiaforensic STL10061,,45461,24176,,762927,.
23445455803,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1262927,.
23445455804,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1762927,.
23445455805,45461,INDO GIBL Indiaforensic STL11061,,45461,793251,,969676,.
23445455806,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1469676,.
23445455807,45461,INDO GIBL Indiaforensic STL12061,,45461,717850,,751826,.
23445455808,45461,INDO GIBL Indiaforensic STL27041,,45461,32000,,719826,.
23445455809,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1219826,.
23445455810,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,1000000,2219826,.
23445455811,45461,INDO GIBL Indiaforensic STL13061,,45461,533800,,1686026,.
23445455812,45461,INDO GIBL Indiaforensic STL14061,,45461,559730,,1126296,.
23445455813,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,1000000,2126296,.
23445455814,45461,INDO GIBL Indiaforensic STL17061,,45461,52250,,2074046,.
23445455815,45461,INDO GIBL Indiaforensic STL16061,,45461,140750,,1933296,.
23445455816,45461,INDO GIBL Indiaforensic STL15061,,45461,325200,,1608096,.
23445455817,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,2108096,.
23445455818,45461,INDO GIBL Indiaforensic STL18061,,45461,709200,,1398896,.
23445455819,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1898896,.
23445455820,45461,INDO GIBL Indiaforensic STL19061,,45461,689650,,1209246,.
23445455821,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1709246,.
23445455822,45461,INDO GIBL Indiaforensic STL20061,,45461,386200,,1323046,.
23445455823,45461,INDO GIBL Indiaforensic STL21061,,45461,434905,,888141,.
23445455824,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,1000000,1888141,.
23445455825,45461,INDO GIBL Indiaforensic STL24061,,45461,6050,,1882091,.
23445455826,45461,INDO GIBL Indiaforensic STL23061,,45461,115051,,1767040,.
23445455827,45461,INDO GIBL Indiaforensic STL22061,,45461,242750,,1524290,.
23445455828,45461,TRF FROM  Indiaforensic SERVICES,,45461,,500000,2024290,.
23445455829,45461,INDO GIBL Indiaforensic STL25061,,45461,261438,,1762852,.
23445455830,45461,INDO GIBL Indiaforensic STL26061,,45461,528175,,1234677,.
23445455831,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1734677,.
23445455832,45461,GIBLRBL INC INDO REM27061,,45461,2640,,1732037,.
23445455833,45461,INDO MFL STL270618,,45461,344750,,1387287,.
23445455834,45461,Indfor INCOME INDO REMI28061,,45461,2160,,1385127,.
23445455835,45461,INDO GIBL Indiaforensic STL28061,,45461,410181,,974946,.
23445455836,45461,FDRL/INTERNAL FUND TRANSFE,,45461,,500000,1474946,.
23445455837,45461,Indfor INCOME INDO REMI29061,,45461,1320,,1473626,.
23445455838,45461,INDO GIBL Indiaforensic STL29061,,45461,176050,,1297576,.
23445455839,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1797576,.
23445455840,45491,Indfor INCOME INDO REMI30061,,45491,960,,1796616,.
23445455841,45491,INDO GIBL Indiaforensic STL30061,,45491,200250,,1596366,.
23445455842,45491,Indfor INCOME INDO REMI01071,,45491,120,,1596246,.
23445455843,45491,INDO GIBL Indiaforensic STL01071,,45491,10000,,1586246,.
23445455844,45491,Indfor INCOME INDO REMI02071,,45491,2280,,1583966,.
23445455845,45491,INDO GIBL Indiaforensic STL02071,,45491,282208,,1301758,.
23445455846,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1801758,.
23445455847,45491,Indfor INCOME INDO REMI03071,,45491,2280,,1799478,.
23445455848,45491,INDO GIBL Indiaforensic STL03071,,45491,323700,,1475778,.
23445455849,45491,Indfor INCOME INDO REMI04071,,45491,3840,,1471938,.
23468455854,45491,INDO GIBL Indiaforensic STL04071,,45491,528300,,943638,.
23468455855,45491,Indfor INCOME INDO REMI05071,,45491,2520,,941118,.
23468455856,45491,INDO GIBL Indiaforensic STL05071,,45491,431899,,509219,.
23468455857,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1009219,.
23468455858,45491,Indfor INCOME INDO REMI06071,,45491,2640,,1006579,.
23468455859,45491,INDO GIBL Indiaforensic STL06071,,45491,295000,,711579,.
23468455860,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1211579,.
23468455861,45491,Indfor INCOME INDO REMI08071,,45491,120,,1211459,.
23468455862,45491,INDO GIBL Indiaforensic STL08071,,45491,30700,,1180759,.
23468455863,45491,Indfor INCOME INDO REMI07071,,45491,1200,,1179559,.
23468455864,45491,INDO GIBL Indiaforensic STL07071,,45491,213225,,966334,.
23468455865,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1466334,.
23468455866,45491,Indfor INCOME INDO REMI09071,,45491,4800,,1461534,.
23468455867,45491,INDO GIBL Indiaforensic STL09071,,45491,809926,,651608,.
23468455868,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1151608,.
23468455869,45491,Indfor INCOME INDO REMI10071,,45491,2640,,1148968,.
23468455870,45491,INDO GIBL Indiaforensic STL10071,,45491,435225,,713743,.
23468455871,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1213743,.
23468455872,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1713743,.
23468455873,45491,Indfor INCOME INDO REMI11071,,45491,4560,,1709183,.
23468455874,45491,INDO GIBL Indiaforensic STL11071,,45491,828988,,880195,.
23468455875,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1380195,.
23468455876,45491,Indfor INCOME INDO REMI12071,,45491,3120,,1377075,.
23468455877,45491,INDO GIBL Indiaforensic STL12071,,45491,447455,,929620,.
23468455878,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1429620,.
23468455879,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1629620,.
23468455880,45491,Indfor INCOME INDO REMI15071,,45491,360,,1629260,.
23468455881,45491,INDO GIBL Indiaforensic STL15071,,45491,69800,,1559460,.
23468455882,45491,Indfor INCOME INDO REMI14071,,45491,840,,1558620,.
23468455883,45491,INDO GIBL Indiaforensic STL14071,,45491,121300,,1437320,.
23468455884,45491,Indfor INCOME INDO REMI13071,,45491,3000,,1434320,.
23468455885,45491,INDO GIBL Indiaforensic STL13071,,45491,505300,,929020,.
23468455886,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1129020,.
23468455887,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1629020,.
23468455888,45491,Indfor INCOME INDO REMI16071,,45491,4080,,1624940,.
23213455889,45491,INDO GIBL Indiaforensic STL16071,,45491,717000,,907940,.
23213455889,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1107940,.
23213455889,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1307940,.
23213455889,45491,Indfor INCOME INDO REMI17071,,45491,3960,,1303980,.
23213455889,45491,INDO GIBL Indiaforensic STL17071,,45491,581900,,722080,.
23213455889,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,922080,.
23213455889,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1122080,.
23213455889,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1322080,.
23213455889,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1522080,.
23213455889,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1722080,.
23213455890,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,200000,1922080,.
23213455891,45491,Indfor INCOME INDO REMI18071,,45491,3600,,1918480,.
23213455892,45491,INDO GIBL Indiaforensic STL18071,,45491,663350,,1255130,.
23213455893,45491,Indfor INCOME INDO REMI19071,,45491,1440,,1253690,.
23213455894,45491,INDO GIBL Indiaforensic STL19071,,45491,135800,,1117890,.
23213455895,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,300000,1417890,.
23213455896,45491,Indfor INCOME INDO REMI20071,,45491,3600,,1414290,.
23213455897,45491,INDO GIBL Indiaforensic STL20071,,45491,712099,,702191,.
23213455898,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,1000000,1702191,.
23213455899,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,300000,2002191,.
23213455900,45491,Indfor INCOME INDO REMI22071,,45491,840,,2001351,.
23213455901,45491,INDO GIBL Indiaforensic STL22071,,45491,145400,,1855951,.
23213455902,45491,Indfor INCOME INDO REMI21071,,45491,1920,,1854031,.
23213455903,45491,INDO GIBL Indiaforensic STL21071,,45491,240535,,1613496,.
23213455904,45491,Indfor INCOME INDO REMI23071,,45491,3840,,1609656,.
23213455905,45491,INDO GIBL Indiaforensic STL23071,,45491,610100,,999556,.
23213455906,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,500000,1499556,.
23213455907,45491,Indfor INCOME INDO REMI24071,,45491,3360,,1496196,.
23213455908,45491,INDO GIBL Indiaforensic STL24071,,45491,518500,,977696,.
23213455909,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,300000,1277696,.
23213455910,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,300000,1577696,.
23213455911,45491,Indfor INCOME INDO REMI25071,,45491,3240,,1574456,.
23213455912,45491,INDO GIBL Indiaforensic STL25071,,45491,442250,,1132206,.
23213455913,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,300000,1432206,.
23213455914,45491,Indfor INCOME INDO REMI26071,,45491,3240,,1428966,.
23213455915,45491,INDO GIBL Indiaforensic STL26071,,45491,389600,,1039366,.
23213455916,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,1000000,2039366,.
23213455917,45491,Indfor INCOME INDO REMI27071,,45491,2760,,2036606,.
23213455918,45491,INDO GIBL Indiaforensic STL27071,,45491,457875,,1578731,.
23213455919,45491,Indfor INCOME INDO REMI28071,,45491,600,,1578131,.
23213455920,45491,INDO GIBL Indiaforensic STL28071,,45491,66800,,1511331,.
23213455921,45491,Indfor INCOME INDO REMI30071,,45491,2280,,1509051,.
23213455922,45491,INDO GIBL Indiaforensic STL30071,,45491,341400,,1167651,.
23213455923,45491,FDRL/INTERNAL FUND TRANSFE,,45491,,300000,1467651,.
23213455924,45522,Indfor INCOME INDO REMI31071,,45522,2760,,1464891,.
23213455925,45522,INDO GIBL Indiaforensic STL31071,,45522,372350,,1092541,.
23213455926,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,300000,1392541,.
23213455927,45522,Indfor INCOME INDO REMI01081,,45522,1080,,1391461,.
23213455928,45522,INDO GIBL Indiaforensic STL01081,,45522,145500,,1245961,.
23213455929,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,300000,1545961,.
23213455930,45522,Indfor INCOME INDO REMI02081,,45522,840,,1545121,.
23213455931,45522,INDO GIBL Indiaforensic STL02081,,45522,110550,,1434571,.
23213455932,45522,Indfor INCOME INDO REMI03081,,45522,1200,,1433371,.
23213455933,45522,INDO GIBL Indiaforensic STL03081,,45522,220801,,1212570,.
23213455934,45522,Indfor INCOME INDO REMI04081,,45522,1560,,1211010,.
23213455935,45522,INDO GIBL Indiaforensic STL04081,,45522,269850,,941160,.
23213455936,45522,Indfor INCOME INDO REMI05081,,45522,240,,940920,.
23213455937,45522,INDO GIBL Indiaforensic STL05081,,45522,17500,,923420,.
23213455938,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,500000,1423420,.
23213455939,45522,Indfor INCOME INDO REMI06081,,45522,3720,,1419700,.
23213455940,45522,INDO GIBL Indiaforensic STL06081,,45522,457050,,962650,.
23213455941,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,300000,1262650,.
23213455942,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,300000,1562650,.
23213455943,45522,Indfor INCOME INDO REMI07081,,45522,3840,,1558810,.
23213455944,45522,INDO GIBL Indiaforensic STL07081,,45522,662025,,896785,.
23213455945,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,500000,1396785,.
23213455946,45522,Indfor INCOME INDO REMI08081,,45522,3480,,1393305,.
23213455947,45522,INDO GIBL Indiaforensic STL08081,,45522,556450,,836855,.
23213455948,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,500000,1336855,.
23213455949,45522,Indfor INCOME INDO REMI09081,,45522,2280,,1334575,.
23213455950,45522,INDO GIBL Indiaforensic STL09081,,45522,336850,,997725,.
23213455951,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,1000000,1997725,.
23213455952,45522,Indfor INCOME INDO REMI10081,,45522,2520,,1995205,.
23213455953,45522,INDO GIBL Indiaforensic STL10081,,45522,351200,,1644005,.
23213455954,45522,Indfor INCOME INDO REMI11081,,45522,1320,,1642685,.
23213455955,45522,INDO GIBL Indiaforensic STL11081,,45522,200700,,1441985,.
23213455956,45522,Indfor INCOME INDO REMI12081,,45522,840,,1441145,.
23213455957,45522,INDO GIBL Indiaforensic STL12081,,45522,116260,,1324885,.
23468455967,45522,Indfor INCOME INDO REMI13081,,45522,3480,,1321405,.
23468455968,45522,INDO GIBL Indiaforensic STL13081,,45522,517655,,803750,.
23468455969,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,1000000,1803750,.
23468455970,45522,Indfor INCOME INDO REMI14081,,45522,3600,,1800150,.
23468455971,45522,INDO GIBL Indiaforensic STL14081,,45522,561995,,1238155,.
23468455972,45522,Indfor INCOME INDO REMI15081,,45522,1320,,1236835,.
23468455973,45522,INDO GIBL Indiaforensic STL15081,,45522,212000,,1024835,.
23468455974,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,500000,1524835,.
23468455975,45522,Indfor INCOME INDO REMI16081,,45522,4440,,1520395,.
23468455976,45522,INDO GIBL Indiaforensic STL16081,,45522,755505,,764890,.
23468455977,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1164890,.
23468455978,45522,Indfor INCOME INDO REMI17081,,45522,3960,,1160930,.
23468455979,45522,INDO GIBL Indiaforensic STL17081,,45522,615328,,545602,.
23468455980,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,500000,1045602,.
23468455981,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,500000,1545602,.
23468455982,45522,Indfor INCOME INDO REMI18081,,45522,1920,,1543682,.
23468455983,45522,INDO GIBL Indiaforensic STL18081,,45522,262900,,1280782,.
23468455984,45522,Indfor INCOME INDO REMI19081,,45522,360,,1280422,.
23468455985,45522,INDO GIBL Indiaforensic STL19081,,45522,18000,,1262422,.
23468455986,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1662422,.
23468455987,45522,Indfor INCOME INDO REMI20081,,45522,4200,,1658222,.
23468455988,45522,INDO GIBL Indiaforensic STL20081,,45522,554751,,1103471,.
23468455989,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1503471,.
23468455990,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1903471,.
23468455991,45522,Indfor INCOME INDO REMI21081,,45522,5280,,1898191,.
23468455992,45522,INDO GIBL Indiaforensic STL21081,,45522,912000,,986191,.
23468455993,45522,Indfor INCOME INDO REMI22081,,45522,1800,,984391,.
23468455994,45522,INDO GIBL Indiaforensic STL22081,,45522,335601,,648790,.
23468455995,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1048790,.
23468455996,45522,Indfor INCOME INDO REMI23081,,45522,2400,,1046390,.
23468455997,45522,INDO GIBL Indiaforensic STL23081,,45522,338131,,708259,.
24521255998,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1108259,.
24521255998,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1508259,.
24521255998,45522,Indfor INCOME INDO REMI24081,,45522,1560,,1506699,.
24521255998,45522,INDO GIBL Indiaforensic STL24081,,45522,230300,,1276399,.
24521255998,45522,Indfor INCOME INDO REMI25081,,45522,720,,1275679,.
24521255998,45522,INDO GIBL Indiaforensic STL25081,,45522,71080,,1204599,.
24521255998,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1604599,.
24521255998,45522,Indfor INCOME INDO REMI27081,,45522,4320,,1600279,.
24521255998,45522,INDO GIBL Indiaforensic STL27081,,45522,518401,,1081878,.
24521255998,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1481878,.
24521255998,45522,Indfor INCOME INDO REMI28081,,45522,2160,,1479718,.
24521255999,45522,INDO GIBL Indiaforensic STL28081,,45522,254584,,1225134,.
24521256000,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,400000,1625134,.
24521256001,45522,Indfor INCOME INDO REMI29081,,45522,2760,,1622374,.
24521256002,45522,INDO GIBL Indiaforensic STL29081,,45522,350585,,1271789,.
24521256003,45522,Indfor INCOME INDO REMI30081,,45522,2280,,1269509,.
24521256004,45522,INDO GIBL Indiaforensic STL30081,,45522,360425,,909084,.
24521256005,45522,FDRL/INTERNAL FUND TRANSFE,,45522,,500000,1409084,.
24521256006,45553,Indfor INCOME INDO REMI31081,,45553,3000,,1406084,.
24521256007,45553,INDO WEIZ STL310818,,45553,414101,,991983,.
24521256008,45553,FDRL/INTERNAL FUND TRANSFE,,45553,,500000,1491983,.
24521256009,45553,Indfor INCOME INDO REMI01091,,45553,1440,,1490543,.
24521256010,45553,INDO GIBL Indiaforensic STL01091,,45553,236300,,1254243,.
24521256011,45553,Indfor INCOME INDO REMI02091,,45553,120,,1254123,.
24521256012,45553,INDO GIBL Indiaforensic STL02091,,45553,9800,,1244323,.
24521256013,45553,Indfor INCOME INDO REMI03091,,45553,1920,,1242403,.
24521256014,45553,INDO GIBL Indiaforensic STL03091,,45553,228025,,1014378,.
24521256015,45553,FDRL/INTERNAL FUND TRANSFE,,45553,,500000,1514378,.
